transaction_id,customer_id,amount,payment_method,bank,card_type,hour_of_day,day_of_week,is_weekend,customer_tenure_days,prior_failed_attempts_30d,network_latency_ms,retry_attempt_number,device_type,failure_reason,failed,retry_success
11539,5552,1858.43,card,SBI,credit,11,6,1,1281,1,56.0,3,desktop,no_failure,0,
11540,4974,1661.49,wallet,ICICI,debit,4,0,0,1212,0,547.9,3,desktop,bank_server_error,1,1.0
11541,5434,4533.02,upi,HDFC,credit,4,3,0,66,1,157.1,2,mobile,expired_card,1,0.0
11542,5341,1507.86,card,KOTAK,credit,13,3,0,707,0,367.5,1,mobile,no_failure,0,
11543,1051,1597.93,netbanking,YES,debit,12,4,0,319,0,204.1,1,mobile,no_failure,0,
11544,5838,1402.32,upi,IDFC,debit,21,2,0,1320,0,153.4,2,mobile,no_failure,0,
11545,5611,1387.64,card,ICICI,debit,16,0,0,216,0,127.1,3,mobile,risk_declined,1,1.0
11546,1619,504.39,upi,ICICI,credit,12,0,0,854,1,48.6,2,mobile,no_failure,0,
11547,6543,838.22,card,SBI,debit,15,4,0,1430,0,268.8,2,mobile,no_failure,0,
11548,3513,1821.5,netbanking,YES,credit,17,5,1,995,0,271.3,1,desktop,no_failure,0,
11549,2146,333.95,card,KOTAK,prepaid,15,4,0,576,0,76.5,2,desktop,no_failure,0,
11550,1490,1089.49,card,KOTAK,credit,9,0,0,341,1,125.0,3,mobile,expired_card,1,0.0
11551,2431,3195.75,upi,AXIS,debit,18,2,0,1495,0,69.1,3,mobile,no_failure,0,
11552,251,1039.41,netbanking,IDFC,debit,23,2,0,525,0,367.4,3,desktop,bank_server_error,1,1.0
11553,4604,3814.7,upi,SBI,debit,6,5,1,295,1,173.1,2,desktop,no_failure,0,
11554,4718,1058.7,wallet,HDFC,credit,9,0,0,1005,0,177.9,1,mobile,no_failure,0,
11555,4451,2705.13,card,AXIS,debit,6,5,1,1343,0,144.6,1,mobile,no_failure,0,
11556,3659,1440.55,wallet,IDFC,credit,0,1,0,1215,0,86.5,2,desktop,no_failure,0,
11557,2418,513.93,card,AXIS,prepaid,8,1,0,1006,0,209.2,2,mobile,no_failure,0,
11558,4825,4440.77,card,YES,credit,20,0,0,1060,0,364.6,1,mobile,bank_server_error,1,1.0
11559,5808,466.05,upi,KOTAK,credit,14,5,1,704,0,43.2,3,mobile,no_failure,0,
11560,585,897.39,card,IDFC,debit,22,4,0,1450,0,180.1,2,mobile,no_failure,0,
11561,2552,4812.59,card,KOTAK,credit,12,4,0,1097,0,63.3,2,mobile,no_failure,0,
11562,6636,1591.12,upi,YES,debit,12,5,1,227,1,60.9,3,mobile,no_failure,0,
11563,5746,698.72,card,KOTAK,debit,13,1,0,109,0,400.0,2,desktop,bank_server_error,1,1.0
11564,6628,1395.82,wallet,ICICI,credit,0,1,0,229,0,315.5,2,mobile,no_failure,0,
11565,1222,2042.11,wallet,HDFC,prepaid,19,3,0,1353,0,61.6,2,desktop,no_failure,0,
11566,3100,1035.82,wallet,SBI,debit,7,3,0,598,0,816.9,3,mobile,bank_server_error,1,1.0
11567,869,3424.02,upi,IDFC,debit,2,4,0,1283,2,491.5,2,mobile,bank_server_error,1,1.0
11568,5773,746.18,card,HDFC,credit,12,1,0,469,0,419.8,3,desktop,bank_server_error,1,0.0
11569,3458,179.51,wallet,ICICI,debit,20,1,0,1454,1,479.2,1,desktop,no_failure,0,
11570,1624,2510.0,card,HDFC,credit,4,4,0,126,1,265.4,1,mobile,no_failure,0,
11571,603,1212.92,card,SBI,credit,4,5,1,883,1,61.5,3,desktop,no_failure,0,
11572,4916,2700.46,upi,IDFC,debit,12,4,0,981,0,348.8,2,desktop,no_failure,0,
11573,5411,996.59,upi,AXIS,prepaid,22,3,0,674,1,490.9,1,mobile,bank_server_error,1,1.0
11574,5861,1823.66,card,YES,credit,12,3,0,923,1,112.3,2,mobile,no_failure,0,
11575,6475,956.0,card,KOTAK,debit,3,1,0,863,0,420.1,2,mobile,no_failure,0,
11576,5430,1121.27,card,HDFC,credit,0,1,0,264,0,207.9,2,desktop,no_failure,0,
11577,5241,358.03,card,SBI,credit,16,3,0,1429,2,294.5,3,desktop,bank_server_error,1,1.0
11578,5411,496.96,card,AXIS,credit,2,1,0,910,1,172.6,3,mobile,no_failure,0,
11579,6657,1686.18,wallet,SBI,credit,17,6,1,93,1,182.4,2,mobile,expired_card,1,0.0
11580,3087,2509.73,upi,SBI,prepaid,9,2,0,1477,1,165.6,2,mobile,insufficient_funds,1,0.0
11581,5056,1807.99,card,KOTAK,debit,21,2,0,1340,0,828.0,2,mobile,no_failure,0,
11582,5466,593.9,card,SBI,debit,19,5,1,740,1,141.2,2,mobile,no_failure,0,
11583,776,1938.59,wallet,IDFC,debit,5,2,0,537,0,525.6,2,mobile,bank_server_error,1,1.0
11584,4604,607.22,upi,IDFC,credit,12,2,0,1046,1,59.6,1,mobile,no_failure,0,
11585,2259,1666.34,upi,HDFC,credit,3,1,0,293,0,215.3,2,mobile,invalid_otp,1,1.0
11586,883,751.17,wallet,IDFC,prepaid,16,4,0,931,2,90.2,3,desktop,risk_declined,1,0.0
11587,1136,1178.69,wallet,AXIS,debit,1,2,0,1034,1,439.7,1,mobile,bank_server_error,1,1.0
11588,762,817.43,card,SBI,credit,3,6,1,397,0,337.5,3,mobile,no_failure,0,
11589,5984,1996.43,upi,AXIS,credit,15,3,0,1368,2,101.0,1,mobile,no_failure,0,
11590,5145,928.8,upi,YES,credit,7,6,1,863,0,98.6,3,mobile,no_failure,0,
11591,681,2042.77,netbanking,HDFC,debit,7,1,0,41,0,202.9,3,desktop,no_failure,0,
11592,4169,112.49,upi,ICICI,debit,22,2,0,898,1,270.3,2,desktop,invalid_otp,1,0.0
11593,4402,2602.45,upi,HDFC,credit,10,3,0,476,1,124.2,2,mobile,no_failure,0,
11594,3462,589.21,card,YES,debit,17,2,0,1398,0,460.3,2,mobile,bank_server_error,1,1.0
11595,4040,3629.5,card,YES,credit,7,2,0,41,1,121.9,3,desktop,no_failure,0,
11596,6047,985.03,upi,HDFC,debit,21,6,1,1268,0,226.5,1,mobile,no_failure,0,
11597,3459,3167.3,card,YES,debit,20,4,0,11,0,151.3,2,desktop,insufficient_funds,1,0.0
11598,4397,231.78,upi,SBI,debit,14,3,0,602,0,115.3,2,desktop,no_failure,0,
11599,3807,2857.69,upi,HDFC,debit,11,5,1,989,2,653.0,3,mobile,bank_server_error,1,1.0
11600,2641,680.59,netbanking,AXIS,credit,5,4,0,1337,0,153.1,3,mobile,expired_card,1,0.0
11601,5938,2841.37,upi,KOTAK,credit,8,4,0,384,0,166.2,1,mobile,insufficient_funds,1,1.0
11602,2759,1327.17,upi,HDFC,debit,18,3,0,379,0,218.0,1,mobile,no_failure,0,
11603,5332,1068.56,upi,ICICI,debit,8,0,0,1231,0,483.6,3,desktop,no_failure,0,
11604,4034,3220.62,netbanking,HDFC,credit,12,0,0,722,0,306.6,2,mobile,no_failure,0,
11605,4566,857.83,card,ICICI,debit,10,0,0,434,2,257.2,2,desktop,risk_declined,1,0.0
11606,5068,3810.0,upi,SBI,credit,8,0,0,1239,0,64.5,1,mobile,no_failure,0,
11607,4906,1107.4,wallet,IDFC,debit,19,6,1,614,1,238.1,3,mobile,no_failure,0,
11608,3762,1410.88,card,AXIS,debit,18,3,0,885,1,278.6,2,mobile,no_failure,0,
11609,4103,1533.89,upi,KOTAK,debit,2,5,1,16,0,62.9,3,mobile,no_failure,0,
11610,3391,475.31,card,ICICI,prepaid,13,2,0,949,0,56.2,1,mobile,no_failure,0,
11611,2261,1749.83,card,KOTAK,credit,13,4,0,1130,0,422.7,2,mobile,no_failure,0,
11612,4845,679.44,netbanking,SBI,credit,9,3,0,1076,3,58.5,2,mobile,no_failure,0,
11613,5858,560.95,card,AXIS,credit,14,1,0,897,0,448.6,3,mobile,no_failure,0,
11614,4701,553.6,card,ICICI,credit,8,6,1,1492,1,655.8,1,mobile,bank_server_error,1,1.0
11615,5147,983.0,card,KOTAK,credit,4,3,0,635,0,290.0,2,desktop,no_failure,0,
11616,5535,3310.3,upi,HDFC,credit,4,6,1,424,0,134.9,1,desktop,no_failure,0,
11617,2449,754.59,card,SBI,debit,5,2,0,1135,0,340.9,1,desktop,bank_server_error,1,1.0
11618,417,1715.07,upi,SBI,credit,6,1,0,1303,0,185.1,2,desktop,no_failure,0,
11619,2250,3123.48,upi,SBI,debit,7,6,1,469,3,78.0,3,mobile,no_failure,0,
11620,5032,1111.69,upi,ICICI,credit,8,6,1,517,1,143.1,1,mobile,no_failure,0,
11621,5437,1513.49,wallet,HDFC,credit,19,6,1,982,1,139.0,3,mobile,no_failure,0,
11622,3425,3485.79,upi,KOTAK,debit,20,0,0,709,1,441.8,1,mobile,no_failure,0,
11623,5190,1965.37,card,IDFC,debit,10,1,0,789,2,410.4,2,desktop,no_failure,0,
11624,498,1795.54,netbanking,ICICI,debit,18,4,0,1119,0,183.3,2,mobile,no_failure,0,
11625,4294,1326.73,upi,HDFC,credit,7,3,0,1151,0,83.4,1,desktop,no_failure,0,
11626,4526,3736.08,wallet,ICICI,debit,7,1,0,492,1,381.0,2,mobile,bank_server_error,1,0.0
11627,3385,989.19,wallet,SBI,debit,16,1,0,683,0,63.5,3,mobile,no_failure,0,
11628,4776,882.82,card,SBI,debit,23,1,0,950,0,149.1,2,mobile,no_failure,0,
11629,3276,1031.73,card,SBI,credit,21,3,0,763,0,94.1,2,mobile,no_failure,0,
11630,3490,2085.02,upi,HDFC,credit,19,3,0,1294,1,370.5,3,mobile,no_failure,0,
11631,4026,1635.22,card,YES,credit,14,3,0,407,0,550.5,2,mobile,bank_server_error,1,1.0
11632,5291,613.92,card,HDFC,credit,19,1,0,989,1,114.0,2,mobile,no_failure,0,
11633,1658,2264.39,wallet,SBI,credit,14,6,1,1271,1,60.4,2,mobile,no_failure,0,
11634,2002,1942.07,upi,YES,debit,7,5,1,1049,0,196.2,2,desktop,no_failure,0,
11635,2792,758.78,card,KOTAK,credit,12,0,0,1207,3,132.8,1,mobile,no_failure,0,
11636,1346,1730.32,card,ICICI,credit,8,1,0,445,0,78.8,3,mobile,expired_card,1,0.0
11637,2228,2634.5,upi,HDFC,debit,9,6,1,651,2,235.3,1,desktop,risk_declined,1,0.0
11638,2338,1077.0,wallet,KOTAK,credit,19,6,1,1298,1,347.3,3,mobile,bank_server_error,1,1.0
11639,2095,239.1,wallet,HDFC,credit,8,3,0,565,4,701.7,3,desktop,bank_server_error,1,0.0
11640,2733,1235.69,card,SBI,credit,3,5,1,318,0,62.4,2,mobile,no_failure,0,
11641,3365,1025.05,card,YES,debit,4,2,0,557,0,272.0,1,mobile,bank_server_error,1,1.0
11642,4639,169.79,wallet,SBI,credit,15,3,0,259,1,112.2,3,mobile,invalid_otp,1,1.0
11643,2020,898.26,wallet,SBI,debit,8,5,1,366,1,234.8,1,desktop,no_failure,0,
11644,5636,501.51,card,ICICI,debit,11,1,0,175,1,91.3,3,mobile,no_failure,0,
11645,3196,3181.23,card,AXIS,credit,11,1,0,938,2,79.7,2,mobile,no_failure,0,
11646,4805,3205.89,upi,ICICI,credit,21,5,1,665,0,387.6,1,mobile,no_failure,0,
11647,766,1845.76,card,HDFC,prepaid,10,3,0,985,2,1033.8,1,mobile,bank_server_error,1,1.0
11648,1160,1176.84,upi,KOTAK,credit,17,4,0,1269,0,214.4,2,mobile,no_failure,0,
11649,3024,982.76,card,HDFC,debit,20,5,1,1190,0,123.3,3,mobile,no_failure,0,
11650,2441,2499.15,netbanking,KOTAK,debit,15,1,0,860,0,215.1,2,desktop,no_failure,0,
11651,3307,1110.13,card,ICICI,debit,20,6,1,1156,1,295.3,3,mobile,no_failure,0,
11652,1056,1283.94,card,SBI,credit,21,0,0,807,1,193.7,3,desktop,no_failure,0,
11653,3157,1592.22,card,HDFC,debit,1,6,1,1275,1,58.6,3,mobile,no_failure,0,
11654,4578,3705.86,card,ICICI,credit,20,6,1,654,2,232.0,3,mobile,insufficient_funds,1,1.0
11655,4856,278.42,upi,SBI,debit,7,4,0,808,0,133.0,2,desktop,no_failure,0,
11656,1655,780.15,card,SBI,debit,22,4,0,1209,1,403.6,1,mobile,bank_server_error,1,1.0
11657,2296,392.2,card,IDFC,debit,6,0,0,967,1,51.4,1,mobile,no_failure,0,
11658,3502,1808.13,upi,HDFC,debit,3,4,0,240,1,165.6,3,mobile,no_failure,0,
11659,3453,287.98,upi,AXIS,debit,22,1,0,699,0,106.0,1,mobile,no_failure,0,
11660,5278,674.8,upi,AXIS,credit,12,2,0,838,0,156.4,3,mobile,no_failure,0,
11661,2602,1486.8,card,IDFC,credit,12,3,0,760,0,44.7,2,mobile,no_failure,0,
11662,4472,2252.09,wallet,YES,credit,17,1,0,104,0,127.4,3,mobile,no_failure,0,
11663,5891,1225.27,wallet,KOTAK,credit,20,2,0,1247,0,154.4,2,mobile,no_failure,0,
11664,1989,685.37,card,KOTAK,credit,11,2,0,1153,0,250.2,1,mobile,bank_server_error,1,1.0
11665,5486,1015.3,upi,IDFC,credit,23,0,0,1163,1,80.3,3,mobile,insufficient_funds,1,0.0
11666,2219,976.23,netbanking,HDFC,credit,17,1,0,1175,0,163.0,2,desktop,no_failure,0,
11667,2229,2469.55,netbanking,YES,debit,14,0,0,30,1,120.7,1,mobile,no_failure,0,
11668,4355,749.51,netbanking,ICICI,credit,10,4,0,158,0,342.7,3,desktop,no_failure,0,
11669,4145,2364.14,card,KOTAK,debit,21,5,1,337,0,216.0,3,desktop,no_failure,0,
11670,3663,1205.27,card,AXIS,debit,3,5,1,1194,0,158.8,3,mobile,invalid_otp,1,0.0
11671,1542,2779.77,wallet,AXIS,debit,22,1,0,409,0,263.4,1,mobile,no_failure,0,
11672,643,1407.43,card,IDFC,debit,12,3,0,318,0,258.0,3,mobile,bank_server_error,1,1.0
11673,6059,826.55,upi,IDFC,credit,5,2,0,752,0,106.4,1,mobile,invalid_otp,1,1.0
11674,5826,2745.65,card,ICICI,debit,1,6,1,1353,1,285.6,1,desktop,insufficient_funds,1,1.0
11675,5910,4907.07,card,SBI,credit,13,5,1,31,1,62.8,1,mobile,no_failure,0,
11676,3417,1480.04,card,HDFC,debit,20,3,0,758,0,194.4,3,mobile,no_failure,0,
11677,5896,2489.44,card,ICICI,debit,13,1,0,175,2,429.2,1,mobile,bank_server_error,1,1.0
11678,3155,1432.37,card,AXIS,debit,1,1,0,527,0,88.5,1,mobile,no_failure,0,
11679,504,725.66,upi,ICICI,prepaid,13,6,1,541,0,393.2,2,mobile,bank_server_error,1,1.0
11680,1323,2861.56,upi,AXIS,debit,22,2,0,1040,0,107.7,3,mobile,no_failure,0,
11681,1817,453.24,upi,AXIS,debit,5,4,0,1183,2,63.5,2,mobile,no_failure,0,
11682,2513,393.85,netbanking,IDFC,credit,5,3,0,197,0,288.4,1,mobile,bank_server_error,1,1.0
11683,6259,2885.3,card,YES,debit,19,3,0,1325,0,178.6,1,mobile,no_failure,0,
11684,2219,1048.8,upi,AXIS,credit,15,5,1,980,0,71.2,3,mobile,no_failure,0,
11685,4084,509.24,card,HDFC,debit,7,6,1,1161,2,506.6,3,desktop,bank_server_error,1,1.0
11686,1805,3823.05,card,HDFC,debit,20,6,1,712,1,69.7,3,desktop,no_failure,0,
11687,4288,2165.74,card,YES,credit,14,2,0,887,0,251.8,1,mobile,no_failure,0,
11688,3782,1226.24,wallet,KOTAK,credit,21,0,0,658,1,68.3,1,mobile,no_failure,0,
11689,1003,1689.61,card,IDFC,credit,21,3,0,106,1,280.0,2,mobile,no_failure,0,
11690,3082,1546.16,card,ICICI,debit,11,3,0,220,0,125.5,3,mobile,no_failure,0,
11691,703,2141.13,card,AXIS,debit,1,2,0,1108,0,260.0,3,desktop,no_failure,0,
11692,5927,1189.36,card,YES,credit,1,0,0,1158,0,139.0,2,desktop,no_failure,0,
11693,4694,2272.67,card,SBI,prepaid,9,0,0,384,2,170.5,3,desktop,no_failure,0,
11694,6275,1469.27,card,AXIS,credit,14,1,0,754,1,224.6,2,mobile,no_failure,0,
11695,5837,185.63,upi,YES,credit,21,3,0,761,0,173.2,2,mobile,no_failure,0,
11696,1463,866.49,upi,IDFC,debit,12,4,0,6,0,338.8,3,mobile,no_failure,0,
11697,4714,1989.64,upi,AXIS,prepaid,19,3,0,1342,0,159.1,2,mobile,no_failure,0,
11698,668,384.16,netbanking,ICICI,credit,3,0,0,555,2,121.4,3,mobile,expired_card,1,0.0
11699,6403,1470.02,wallet,IDFC,credit,17,5,1,1426,0,86.4,2,mobile,no_failure,0,
11700,5235,1050.92,card,KOTAK,credit,6,4,0,1399,1,115.1,3,mobile,no_failure,0,
11701,4536,3873.29,card,AXIS,credit,19,5,1,579,1,70.2,3,mobile,no_failure,0,
11702,6631,2327.16,wallet,KOTAK,credit,20,5,1,565,1,112.6,2,mobile,no_failure,0,
11703,5645,404.49,upi,SBI,debit,15,1,0,538,1,62.2,1,mobile,no_failure,0,
11704,5756,2060.88,card,HDFC,credit,12,0,0,548,0,458.4,1,mobile,bank_server_error,1,1.0
11705,668,1034.02,card,AXIS,credit,3,2,0,970,1,190.7,3,mobile,no_failure,0,
11706,158,1375.94,netbanking,AXIS,credit,9,2,0,253,1,917.0,2,mobile,bank_server_error,1,1.0
11707,6406,1043.78,netbanking,IDFC,prepaid,10,4,0,1155,2,102.3,2,desktop,risk_declined,1,0.0
11708,1675,3953.95,card,KOTAK,debit,18,2,0,648,1,217.8,2,desktop,insufficient_funds,1,0.0
11709,2842,3742.22,card,IDFC,credit,17,2,0,38,1,97.3,2,desktop,insufficient_funds,1,0.0
11710,289,745.77,upi,KOTAK,credit,15,1,0,217,1,153.7,2,mobile,no_failure,0,
11711,4153,2778.76,card,SBI,debit,6,3,0,221,1,55.8,2,desktop,no_failure,0,
11712,5471,847.33,netbanking,HDFC,credit,6,4,0,1142,2,47.2,2,mobile,insufficient_funds,1,0.0
11713,5611,708.19,card,IDFC,debit,17,4,0,1432,2,92.9,1,mobile,no_failure,0,
11714,3876,1471.31,upi,HDFC,debit,14,4,0,961,0,552.5,3,mobile,bank_server_error,1,1.0
11715,4408,1319.23,upi,IDFC,debit,21,2,0,1005,2,241.0,2,desktop,invalid_otp,1,0.0
11716,3424,607.92,netbanking,ICICI,debit,8,2,0,393,0,152.6,1,mobile,no_failure,0,
11717,2974,300.37,upi,KOTAK,credit,18,0,0,372,0,147.5,1,mobile,no_failure,0,
11718,3696,1373.78,upi,ICICI,credit,18,1,0,190,1,184.6,3,mobile,invalid_otp,1,0.0
11719,6238,608.14,upi,AXIS,credit,8,4,0,733,1,249.7,3,desktop,no_failure,0,
11720,1683,1101.39,netbanking,KOTAK,debit,13,2,0,1032,1,68.1,3,mobile,expired_card,1,0.0
11721,3134,2967.88,card,YES,credit,20,2,0,1288,0,126.3,1,mobile,no_failure,0,
11722,4010,1163.24,upi,HDFC,credit,0,5,1,21,1,103.4,2,mobile,no_failure,0,
11723,3801,284.0,upi,IDFC,debit,8,0,0,804,0,490.8,2,mobile,bank_server_error,1,1.0
11724,205,2739.36,wallet,ICICI,debit,6,5,1,1472,0,567.1,3,desktop,bank_server_error,1,0.0
11725,1916,1869.94,card,KOTAK,credit,16,0,0,1358,0,59.0,2,mobile,no_failure,0,
11726,4306,2438.45,netbanking,ICICI,credit,17,1,0,309,1,289.6,1,mobile,bank_server_error,1,1.0
11727,4627,1300.15,upi,IDFC,credit,16,4,0,777,1,181.4,2,desktop,no_failure,0,
11728,4896,1293.78,card,YES,credit,7,6,1,229,0,117.5,1,mobile,no_failure,0,
11729,6608,5110.64,wallet,ICICI,credit,23,4,0,548,1,78.7,2,mobile,no_failure,0,
11730,4486,1880.5,card,SBI,credit,5,0,0,185,0,695.6,2,mobile,bank_server_error,1,1.0
11731,3864,2708.28,netbanking,SBI,credit,12,1,0,264,0,470.1,2,desktop,bank_server_error,1,1.0
11732,2214,7933.46,upi,YES,credit,19,0,0,1134,0,119.7,3,mobile,no_failure,0,
11733,2469,5008.23,upi,IDFC,credit,16,2,0,1314,0,421.9,2,mobile,bank_server_error,1,1.0
11734,5508,477.7,netbanking,YES,prepaid,23,4,0,1452,0,93.3,3,mobile,risk_declined,1,0.0
11735,3124,585.96,wallet,SBI,debit,16,5,1,773,1,328.4,3,mobile,no_failure,0,
11736,4770,392.5,netbanking,KOTAK,debit,1,2,0,1051,1,295.6,1,desktop,no_failure,0,
11737,828,1279.64,upi,IDFC,debit,7,6,1,761,1,180.2,1,desktop,invalid_otp,1,1.0
11738,856,5769.76,upi,HDFC,credit,2,1,0,1333,0,170.4,3,desktop,no_failure,0,
11739,1437,32.28,upi,ICICI,debit,10,4,0,1006,0,80.8,1,desktop,no_failure,0,
11740,1301,841.91,card,YES,debit,3,3,0,521,0,140.3,3,mobile,no_failure,0,
11741,4046,1297.93,card,SBI,credit,7,3,0,1146,0,211.5,3,mobile,no_failure,0,
11742,4247,536.92,netbanking,YES,credit,2,5,1,218,0,213.3,1,mobile,expired_card,1,0.0
11743,3719,1068.79,upi,IDFC,prepaid,12,6,1,1044,1,130.1,3,mobile,no_failure,0,
11744,1929,1127.45,card,SBI,debit,3,5,1,962,0,574.5,3,desktop,bank_server_error,1,1.0
11745,3844,355.54,netbanking,IDFC,credit,8,3,0,1153,2,248.5,3,mobile,insufficient_funds,1,0.0
11746,797,2386.15,upi,IDFC,debit,0,5,1,467,1,139.0,1,mobile,no_failure,0,
11747,3152,1079.24,netbanking,ICICI,debit,22,0,0,1146,1,220.2,1,mobile,no_failure,0,
11748,1033,497.09,card,KOTAK,credit,6,4,0,591,1,87.0,2,desktop,no_failure,0,
11749,512,1313.96,netbanking,AXIS,credit,0,6,1,880,0,101.1,3,desktop,no_failure,0,
11750,1104,2327.8,card,KOTAK,debit,7,3,0,1292,1,78.2,1,mobile,no_failure,0,
11751,741,1224.06,card,AXIS,credit,5,3,0,1053,3,254.9,2,mobile,expired_card,1,0.0
11752,3185,543.23,card,AXIS,credit,11,2,0,590,0,665.1,2,mobile,bank_server_error,1,1.0
11753,3638,1507.46,upi,AXIS,debit,7,2,0,599,0,63.0,2,mobile,no_failure,0,
11754,4049,4776.35,card,SBI,debit,5,4,0,41,0,922.7,2,desktop,bank_server_error,1,1.0
11755,2931,811.49,upi,AXIS,credit,4,1,0,723,0,64.3,3,mobile,no_failure,0,
11756,1176,621.72,upi,SBI,credit,7,5,1,787,0,362.2,1,mobile,no_failure,0,
11757,140,920.95,upi,YES,credit,20,0,0,1270,2,246.7,1,desktop,no_failure,0,
11758,4749,663.3,card,YES,credit,1,4,0,454,1,311.6,3,mobile,bank_server_error,1,1.0
11759,6551,688.51,card,SBI,credit,12,3,0,981,1,234.7,3,desktop,no_failure,0,
11760,1873,445.38,upi,YES,credit,22,0,0,441,0,55.7,1,mobile,no_failure,0,
11761,1365,2700.88,upi,AXIS,debit,13,1,0,1199,0,163.7,2,mobile,invalid_otp,1,1.0
11762,2077,2180.93,card,SBI,debit,2,4,0,1309,0,114.5,1,mobile,no_failure,0,
11763,1429,1017.88,upi,SBI,credit,2,1,0,435,2,92.3,3,desktop,expired_card,1,0.0
11764,1490,785.03,card,KOTAK,prepaid,5,3,0,628,0,108.3,1,mobile,no_failure,0,
11765,3297,1757.62,card,YES,credit,2,2,0,704,0,104.0,3,mobile,no_failure,0,
11766,5234,1486.5,netbanking,YES,debit,6,4,0,1490,0,303.0,1,mobile,bank_server_error,1,1.0
11767,4748,1446.06,card,KOTAK,debit,19,4,0,279,0,680.4,3,mobile,bank_server_error,1,1.0
11768,6398,3288.14,card,ICICI,prepaid,20,6,1,128,0,103.3,1,desktop,no_failure,0,
11769,2382,1911.72,card,SBI,debit,17,5,1,1024,3,239.0,1,mobile,insufficient_funds,1,1.0
11770,3283,10043.7,upi,KOTAK,credit,11,5,1,1094,1,197.1,3,desktop,no_failure,0,
11771,2535,850.28,wallet,ICICI,debit,0,2,0,253,1,59.0,2,desktop,no_failure,0,
11772,281,4910.47,upi,SBI,credit,8,1,0,1241,1,389.4,1,desktop,no_failure,0,
11773,2590,1843.75,netbanking,SBI,credit,19,0,0,560,1,269.3,3,mobile,no_failure,0,
11774,1737,521.78,upi,ICICI,credit,7,2,0,947,0,311.3,1,mobile,no_failure,0,
11775,3191,720.1,card,YES,credit,10,2,0,851,1,88.8,3,mobile,no_failure,0,
11776,1054,2090.96,upi,SBI,credit,12,6,1,125,0,55.2,3,desktop,expired_card,1,0.0
11777,4944,408.44,card,SBI,credit,15,5,1,1487,1,127.6,3,mobile,no_failure,0,
11778,5618,1221.49,card,SBI,credit,2,0,0,11,1,229.9,2,mobile,expired_card,1,0.0
11779,6404,6135.08,card,IDFC,credit,12,6,1,483,0,125.4,3,desktop,no_failure,0,
11780,566,56.77,card,AXIS,debit,22,0,0,1219,0,220.5,3,mobile,no_failure,0,
11781,785,1214.77,card,HDFC,debit,2,0,0,843,0,64.4,3,mobile,no_failure,0,
11782,6442,720.32,card,SBI,debit,9,0,0,1390,0,54.8,1,mobile,no_failure,0,
11783,5654,5038.35,netbanking,YES,credit,4,1,0,1235,1,168.3,2,mobile,insufficient_funds,1,0.0
11784,3923,1144.48,upi,YES,credit,8,5,1,1347,0,88.4,2,desktop,no_failure,0,
11785,2144,622.36,card,ICICI,credit,7,3,0,306,0,702.0,2,mobile,bank_server_error,1,1.0
11786,3451,414.62,upi,IDFC,debit,15,4,0,871,1,56.5,1,mobile,no_failure,0,
11787,3571,471.34,card,AXIS,debit,6,2,0,1392,0,243.8,1,desktop,no_failure,0,
11788,5648,4539.02,card,YES,prepaid,5,1,0,449,1,169.2,1,desktop,insufficient_funds,1,1.0
11789,3529,108.9,upi,SBI,prepaid,15,0,0,1128,0,370.8,3,mobile,bank_server_error,1,0.0
11790,184,1893.64,card,AXIS,debit,14,4,0,391,2,234.4,1,mobile,insufficient_funds,1,0.0
11791,4663,3507.75,card,KOTAK,credit,7,4,0,834,0,313.7,3,mobile,no_failure,0,
11792,5180,1202.62,card,KOTAK,credit,18,5,1,1182,2,64.1,1,desktop,no_failure,0,
11793,1987,479.64,upi,KOTAK,debit,0,1,0,1393,1,204.7,1,mobile,invalid_otp,1,0.0
11794,778,1888.53,upi,IDFC,debit,17,5,1,1239,1,190.8,1,mobile,insufficient_funds,1,0.0
11795,948,586.89,upi,YES,credit,12,4,0,576,1,227.7,2,mobile,expired_card,1,0.0
11796,5604,770.9,card,KOTAK,debit,11,2,0,965,1,79.9,2,mobile,no_failure,0,
11797,2983,656.75,card,SBI,credit,16,2,0,719,1,701.5,3,mobile,bank_server_error,1,1.0
11798,3527,684.47,card,HDFC,credit,8,1,0,1491,1,44.2,1,mobile,no_failure,0,
11799,6403,2584.39,netbanking,ICICI,credit,8,3,0,575,2,96.0,1,mobile,insufficient_funds,1,1.0
11800,408,1092.68,upi,SBI,prepaid,14,1,0,1436,2,158.8,3,mobile,risk_declined,1,0.0
11801,1373,1978.43,card,YES,debit,7,0,0,1121,2,256.0,3,desktop,bank_server_error,1,0.0
11802,5554,1975.23,card,SBI,debit,18,2,0,32,1,55.1,2,mobile,no_failure,0,
11803,3601,1282.63,card,HDFC,credit,1,6,1,151,1,468.7,1,desktop,bank_server_error,1,1.0
11804,183,3650.6,netbanking,IDFC,credit,6,0,0,834,1,121.7,1,desktop,no_failure,0,
11805,4685,542.35,wallet,AXIS,credit,9,4,0,69,0,138.2,2,mobile,no_failure,0,
11806,923,1170.08,card,YES,credit,3,4,0,1222,2,281.8,1,mobile,bank_server_error,1,1.0
11807,5213,191.38,upi,HDFC,debit,18,1,0,870,0,106.1,3,mobile,no_failure,0,
11808,5318,1351.8,card,SBI,prepaid,15,1,0,1292,1,46.5,3,mobile,no_failure,0,
